C:\Users\SAHIL SAXENA\Desktop\Data\IMG\center_2024_09_25_17_54_59_465.jpg, C:\Users\SAHIL SAXENA\Desktop\Data\IMG\left_2024_09_25_17_54_59_465.jpg, C:\Users\SAHIL SAXENA\Desktop\Data\IMG\right_2024_09_25_17_54_59_465.jpg, 0, 0, 0, 8.019997E-05
C:\Users\SAHIL SAXENA\Desktop\Data\IMG\center_2024_09_25_17_54_59_574.jpg, C:\Users\SAHIL SAXENA\Desktop\Data\IMG\left_2024_09_25_17_54_59_574.jpg, C:\Users\SAHIL SAXENA\Desktop\Data\IMG\right_2024_09_25_17_54_59_574.jpg, 0, 0, 0, 8.034598E-05
C:\Users\SAHIL SAXENA\Desktop\Data\IMG\center_2024_09_25_17_54_59_676.jpg, C:\Users\SAHIL SAXENA\Desktop\Data\IMG\left_2024_09_25_17_54_59_676.jpg, C:\Users\SAHIL SAXENA\Desktop\Data\IMG\right_2024_09_25_17_54_59_676.jpg, 0, 0, 0, 8.06559E-05
C:\Users\SAHIL SAXENA\Desktop\Data\IMG\center_2024_09_25_17_54_59_778.jpg, C:\Users\SAHIL SAXENA\Desktop\Data\IMG\left_2024_09_25_17_54_59_778.jpg, C:\Users\SAHIL SAXENA\Desktop\Data\IMG\right_2024_09_25_17_54_59_778.jpg, 0, 0, 0, 8.014284E-05
C:\Users\SAHIL SAXENA\Desktop\Data\IMG\center_2024_09_25_17_54_59_888.jpg, C:\Users\SAHIL SAXENA\Desktop\Data\IMG\left_2024_09_25_17_54_59_888.jpg, C:\Users\SAHIL SAXENA\Desktop\Data\IMG\right_2024_09_25_17_54_59_888.jpg, 0, 0, 0, 8.077803E-05
C:\Users\SAHIL SAXENA\Desktop\Data\IMG\center_2024_09_25_17_54_59_988.jpg, C:\Users\SAHIL SAXENA\Desktop\Data\IMG\left_2024_09_25_17_54_59_988.jpg, C:\Users\SAHIL SAXENA\Desktop\Data\IMG\right_2024_09_25_17_54_59_988.jpg, 0, 0, 0, 8.034178E-05
C:\Users\SAHIL SAXENA\Desktop\Data\IMG\center_2024_09_25_17_55_00_096.jpg, C:\Users\SAHIL SAXENA\Desktop\Data\IMG\left_2024_09_25_17_55_00_096.jpg, C:\Users\SAHIL SAXENA\Desktop\Data\IMG\right_2024_09_25_17_55_00_096.jpg, 0, 0, 0, 8.056908E-05
C:\Users\SAHIL SAXENA\Desktop\Data\IMG\center_2024_09_25_17_55_00_197.jpg, C:\Users\SAHIL SAXENA\Desktop\Data\IMG\left_2024_09_25_17_55_00_197.jpg, C:\Users\SAHIL SAXENA\Desktop\Data\IMG\right_2024_09_25_17_55_00_197.jpg, 0, 0, 0, 8.055087E-05
C:\Users\SAHIL SAXENA\Desktop\Data\IMG\center_2024_09_25_17_55_00_299.jpg, C:\Users\SAHIL SAXENA\Desktop\Data\IMG\left_2024_09_25_17_55_00_299.jpg, C:\Users\SAHIL SAXENA\Desktop\Data\IMG\right_2024_09_25_17_55_00_299.jpg, 0, 0, 0, 8.198902E-05
C:\Users\SAHIL SAXENA\Desktop\Data\IMG\center_2024_09_25_17_55_00_420.jpg, C:\Users\SAHIL SAXENA\Desktop\Data\IMG\left_2024_09_25_17_55_00_420.jpg, C:\Users\SAHIL SAXENA\Desktop\Data\IMG\right_2024_09_25_17_55_00_420.jpg, 0, 0, 0, 8.022163E-05
C:\Users\SAHIL SAXENA\Desktop\Data\IMG\center_2024_09_25_17_55_00_537.jpg, C:\Users\SAHIL SAXENA\Desktop\Data\IMG\left_2024_09_25_17_55_00_537.jpg, C:\Users\SAHIL SAXENA\Desktop\Data\IMG\right_2024_09_25_17_55_00_537.jpg, 0, 0, 0, 8.033977E-05
C:\Users\SAHIL SAXENA\Desktop\Data\IMG\center_2024_09_25_17_55_00_647.jpg, C:\Users\SAHIL SAXENA\Desktop\Data\IMG\left_2024_09_25_17_55_00_647.jpg, C:\Users\SAHIL SAXENA\Desktop\Data\IMG\right_2024_09_25_17_55_00_647.jpg, 0, 0, 0, 8.082438E-05
C:\Users\SAHIL SAXENA\Desktop\Data\IMG\center_2024_09_25_17_55_00_763.jpg, C:\Users\SAHIL SAXENA\Desktop\Data\IMG\left_2024_09_25_17_55_00_763.jpg, C:\Users\SAHIL SAXENA\Desktop\Data\IMG\right_2024_09_25_17_55_00_763.jpg, 0, 0, 0, 8.026951E-05
C:\Users\SAHIL SAXENA\Desktop\Data\IMG\center_2024_09_25_17_55_00_866.jpg, C:\Users\SAHIL SAXENA\Desktop\Data\IMG\left_2024_09_25_17_55_00_866.jpg, C:\Users\SAHIL SAXENA\Desktop\Data\IMG\right_2024_09_25_17_55_00_866.jpg, 0, 0, 0, 8.015303E-05
C:\Users\SAHIL SAXENA\Desktop\Data\IMG\center_2024_09_25_17_55_00_976.jpg, C:\Users\SAHIL SAXENA\Desktop\Data\IMG\left_2024_09_25_17_55_00_976.jpg, C:\Users\SAHIL SAXENA\Desktop\Data\IMG\right_2024_09_25_17_55_00_976.jpg, 0, 0.319929, 0, 0.2383947
C:\Users\SAHIL SAXENA\Desktop\Data\IMG\center_2024_09_25_17_55_01_079.jpg, C:\Users\SAHIL SAXENA\Desktop\Data\IMG\left_2024_09_25_17_55_01_079.jpg, C:\Users\SAHIL SAXENA\Desktop\Data\IMG\right_2024_09_25_17_55_01_079.jpg, 0, 0.6299493, 0, 0.8105736
C:\Users\SAHIL SAXENA\Desktop\Data\IMG\center_2024_09_25_17_55_01_180.jpg, C:\Users\SAHIL SAXENA\Desktop\Data\IMG\left_2024_09_25_17_55_01_180.jpg, C:\Users\SAHIL SAXENA\Desktop\Data\IMG\right_2024_09_25_17_55_01_180.jpg, 0, 0.9403183, 0, 1.825736
C:\Users\SAHIL SAXENA\Desktop\Data\IMG\center_2024_09_25_17_55_01_284.jpg, C:\Users\SAHIL SAXENA\Desktop\Data\IMG\left_2024_09_25_17_55_01_284.jpg, C:\Users\SAHIL SAXENA\Desktop\Data\IMG\right_2024_09_25_17_55_01_284.jpg, 0, 1, 0, 3.019236
C:\Users\SAHIL SAXENA\Desktop\Data\IMG\center_2024_09_25_17_55_01_387.jpg, C:\Users\SAHIL SAXENA\Desktop\Data\IMG\left_2024_09_25_17_55_01_387.jpg, C:\Users\SAHIL SAXENA\Desktop\Data\IMG\right_2024_09_25_17_55_01_387.jpg, 0, 1, 0, 4.425073
C:\Users\SAHIL SAXENA\Desktop\Data\IMG\center_2024_09_25_17_55_01_488.jpg, C:\Users\SAHIL SAXENA\Desktop\Data\IMG\left_2024_09_25_17_55_01_488.jpg, C:\Users\SAHIL SAXENA\Desktop\Data\IMG\right_2024_09_25_17_55_01_488.jpg, 0, 1, 0, 5.586584
C:\Users\SAHIL SAXENA\Desktop\Data\IMG\center_2024_09_25_17_55_01_593.jpg, C:\Users\SAHIL SAXENA\Desktop\Data\IMG\left_2024_09_25_17_55_01_593.jpg, C:\Users\SAHIL SAXENA\Desktop\Data\IMG\right_2024_09_25_17_55_01_593.jpg, 0, 1, 0, 6.736958
C:\Users\SAHIL SAXENA\Desktop\Data\IMG\center_2024_09_25_17_55_01_697.jpg, C:\Users\SAHIL SAXENA\Desktop\Data\IMG\left_2024_09_25_17_55_01_697.jpg, C:\Users\SAHIL SAXENA\Desktop\Data\IMG\right_2024_09_25_17_55_01_697.jpg, -0.3122289, 1, 0, 7.851918
C:\Users\SAHIL SAXENA\Desktop\Data\IMG\center_2024_09_25_17_55_01_802.jpg, C:\Users\SAHIL SAXENA\Desktop\Data\IMG\left_2024_09_25_17_55_01_802.jpg, C:\Users\SAHIL SAXENA\Desktop\Data\IMG\right_2024_09_25_17_55_01_802.jpg, 0, 1, 0, 8.977112
C:\Users\SAHIL SAXENA\Desktop\Data\IMG\center_2024_09_25_17_55_01_906.jpg, C:\Users\SAHIL SAXENA\Desktop\Data\IMG\left_2024_09_25_17_55_01_906.jpg, C:\Users\SAHIL SAXENA\Desktop\Data\IMG\right_2024_09_25_17_55_01_906.jpg, 0, 1, 0, 10.0913
C:\Users\SAHIL SAXENA\Desktop\Data\IMG\center_2024_09_25_17_55_02_010.jpg, C:\Users\SAHIL SAXENA\Desktop\Data\IMG\left_2024_09_25_17_55_02_010.jpg, C:\Users\SAHIL SAXENA\Desktop\Data\IMG\right_2024_09_25_17_55_02_010.jpg, 0, 1, 0, 11.51663
C:\Users\SAHIL SAXENA\Desktop\Data\IMG\center_2024_09_25_17_55_02_127.jpg, C:\Users\SAHIL SAXENA\Desktop\Data\IMG\left_2024_09_25_17_55_02_127.jpg, C:\Users\SAHIL SAXENA\Desktop\Data\IMG\right_2024_09_25_17_55_02_127.jpg, 0, 1, 0, 12.48937
C:\Users\SAHIL SAXENA\Desktop\Data\IMG\center_2024_09_25_17_55_02_237.jpg, C:\Users\SAHIL SAXENA\Desktop\Data\IMG\left_2024_09_25_17_55_02_237.jpg, C:\Users\SAHIL SAXENA\Desktop\Data\IMG\right_2024_09_25_17_55_02_237.jpg, 0, 1, 0, 13.68677
C:\Users\SAHIL SAXENA\Desktop\Data\IMG\center_2024_09_25_17_55_02_340.jpg, C:\Users\SAHIL SAXENA\Desktop\Data\IMG\left_2024_09_25_17_55_02_340.jpg, C:\Users\SAHIL SAXENA\Desktop\Data\IMG\right_2024_09_25_17_55_02_340.jpg, 0, 1, 0, 14.97922
C:\Users\SAHIL SAXENA\Desktop\Data\IMG\center_2024_09_25_17_55_02_443.jpg, C:\Users\SAHIL SAXENA\Desktop\Data\IMG\left_2024_09_25_17_55_02_443.jpg, C:\Users\SAHIL SAXENA\Desktop\Data\IMG\right_2024_09_25_17_55_02_443.jpg, -0.1056135, 1, 0, 15.79491
C:\Users\SAHIL SAXENA\Desktop\Data\IMG\center_2024_09_25_17_55_02_552.jpg, C:\Users\SAHIL SAXENA\Desktop\Data\IMG\left_2024_09_25_17_55_02_552.jpg, C:\Users\SAHIL SAXENA\Desktop\Data\IMG\right_2024_09_25_17_55_02_552.jpg, -0.1072551, 1, 0, 17.04343
C:\Users\SAHIL SAXENA\Desktop\Data\IMG\center_2024_09_25_17_55_02_666.jpg, C:\Users\SAHIL SAXENA\Desktop\Data\IMG\left_2024_09_25_17_55_02_666.jpg, C:\Users\SAHIL SAXENA\Desktop\Data\IMG\right_2024_09_25_17_55_02_666.jpg, 0, 1, 0, 18.27679
C:\Users\SAHIL SAXENA\Desktop\Data\IMG\center_2024_09_25_17_55_02_779.jpg, C:\Users\SAHIL SAXENA\Desktop\Data\IMG\left_2024_09_25_17_55_02_779.jpg, C:\Users\SAHIL SAXENA\Desktop\Data\IMG\right_2024_09_25_17_55_02_779.jpg, 0, 1, 0, 19.48748
C:\Users\SAHIL SAXENA\Desktop\Data\IMG\center_2024_09_25_17_55_02_898.jpg, C:\Users\SAHIL SAXENA\Desktop\Data\IMG\left_2024_09_25_17_55_02_898.jpg, C:\Users\SAHIL SAXENA\Desktop\Data\IMG\right_2024_09_25_17_55_02_898.jpg, 0, 1, 0, 20.68416
C:\Users\SAHIL SAXENA\Desktop\Data\IMG\center_2024_09_25_17_55_03_019.jpg, C:\Users\SAHIL SAXENA\Desktop\Data\IMG\left_2024_09_25_17_55_03_019.jpg, C:\Users\SAHIL SAXENA\Desktop\Data\IMG\right_2024_09_25_17_55_03_019.jpg, 0, 1, 0, 21.8657
C:\Users\SAHIL SAXENA\Desktop\Data\IMG\center_2024_09_25_17_55_03_131.jpg, C:\Users\SAHIL SAXENA\Desktop\Data\IMG\left_2024_09_25_17_55_03_131.jpg, C:\Users\SAHIL SAXENA\Desktop\Data\IMG\right_2024_09_25_17_55_03_131.jpg, 0, 1, 0, 23.03592
